sf,dis,pos,size,scale,lbt,start_time,end_time,last_time_s,node2energy_mj,node4energy_mj,all_energy_aver_mj,all_dev_mj,node2_true,node4_true
7,1,5,5,20,1,2020-09-10 00:55:01,2020-09-10 01:04:01,530,62515.85692011906,60025.26754162574,60560.98954309962,14205.776361900158
8,1,5,5,20,1,2020-09-10 01:32:01,2020-09-10 01:43:01,623,81660.99158922513,73303.63617412027,80416.73835328163,4197.268422507648
9,1,5,5,20,1,2020-09-10 02:14:01,2020-09-10 02:28:01,835,115364.76766450574,103700.75048964421,113533.8381476959,5271.06694635386
10,1,5,5,20,1,2020-09-10 03:06:01,2020-09-10 03:22:01,945,131403.01034975817,117356.9400057147,128445.79528217165,5154.523731216726
11,1,5,5,20,1,2020-09-10 04:15:01,2020-09-10 04:42:01,1583,231281.74688459988,206582.88167382265,227002.1223423265,8606.431429949207
7,1,5,5,20,1,2020-09-10 06:29:01,2020-09-10 06:38:01,519,61419.48399948641,59535.119197303415,62337.36897719051,2860.697179323023
8,1,5,5,20,1,2020-09-10 07:06:01,2020-09-10 07:17:01,623,78927.20071020685,72896.43294168699,80008.90964525954,4010.908849931958
9,1,5,5,20,1,2020-09-10 07:48:01,2020-09-10 08:02:01,835,114838.37684643036,104634.42554108468,112998.23210953696,5225.758819207189
10,1,5,5,20,1,2020-09-10 08:40:02,2020-09-10 08:56:01,939,128528.96069702525,119278.35515287808,128190.08573945501,6792.986346728949
11,1,5,5,20,1,2020-09-10 09:49:01,2020-09-10 10:16:01,1580,220349.2659770304,205839.1565733944,225053.3885527873,10499.885579213
7,1,5,5,20,1,2020-09-10 12:12:01,2020-09-10 12:14:23,519,63492.4219226627,55540.403240656866,62939.35993992937,3214.104319451554
8,1,5,5,20,1,2020-09-10 13:10:00,2020-09-10 13:21:00,623,79315.72748925256,71424.725706375,80586.0418905332,3899.2763712578953
9,1,5,5,20,1,2020-09-10 14:10:00,2020-09-10 14:24:00,835,111550.42814758491,104050.1026089361,113374.46770019128,5518.4014485453035
10,1,5,5,20,1,2020-09-10 15:20:00,2020-09-10 15:36:00,945,127628.21972291825,118348.96555959292,129712.44596059548,4633.154349555268
11,1,5,5,20,1,2020-09-10 16:48:00,2020-09-10 17:15:00,1586,221684.73798083307,209432.92101550623,227559.2177925728,7613.492176888196
7,1,5,5,20,0,2020-09-11 01:13:58,2020-09-11 01:22:58,510,61706.17363298253,56589.13012925923,61909.075938340466,3171.4208524656874,174718.44574098018-124312.857,69133.41218799195
